DAUID,Median_income_2020,Population_2021,Total_households
35061321,51600,323,150
35061322,35200,1607,870
35061323,107000,656,250
35061325,135000,4316,1440
35061326,145000,430,155
35061327,186000,372,120
35061328,176000,521,175
35061329,206000,486,140
35061331,140000,358,145
35061332,127000,477,160
35061333,99000,916,415
35061334,133000,325,125
35061335,108000,419,180
35061336,59600,713,295
35061337,61600,1060,475
35061338,60800,672,330
35061339,114000,490,250
35061340,60400,1014,370
35061341,85000,850,380
35061342,188000,383,130
35061343,110000,478,230
35061344,,208,60
35061345,108000,528,270
35061346,134000,535,245
35061347,,373,55
35061348,114000,347,130
35061349,97000,347,150
35061350,65000,565,245
35061351,101000,622,215
35061352,90000,416,170
35061354,90000,436,175
35061355,128000,364,130
35061356,100000,527,180
35061357,91000,640,175
35061358,101000,825,315
35061361,72500,408,125
35061362,65000,2006,580
35061363,,242,70
35061364,90000,383,110
35061365,74500,353,115
35061366,82000,754,360
35061367,98000,526,240
35061368,99000,388,155
35061369,109000,634,275
35061370,101000,338,145
35061371,132000,1276,505
35061372,88000,377,170
35061373,131000,478,180
35061374,168000,605,230
35061375,178000,585,185
35061376,147000,540,205
35061377,156000,588,190
35061378,218000,1042,320
35061379,178000,1013,335
35061380,125000,1083,420
35061381,142000,1116,360
35061382,158000,645,230
35061383,204000,615,195
35061384,162000,442,150
35061385,166000,535,170
35061386,113000,644,255
35061387,85000,3449,1230
35061388,78000,2582,955
35061389,71000,1374,560
35061390,111000,300,165
35061391,,10,
35061393,143000,335,115
35061394,115000,468,160
35061395,118000,473,165
35061396,131000,399,135
35061398,89000,606,260
35061399,,237,75
35061400,137000,535,180
35061401,135000,458,160
35061403,133000,761,225
35061404,172000,697,200
35061406,128000,765,240
35061410,154000,656,195
35061411,131000,1285,405
35061412,135000,511,175
35061413,114000,459,175
35061414,118000,643,225
35061415,140000,589,185
35061416,130000,523,165
35061417,174000,486,140
35061418,192000,581,160
35061419,158000,588,170
35061420,107000,443,165
35061421,126000,487,165
35061422,132000,563,170
35061423,127000,514,175
35061424,128000,503,165
35061427,204000,502,135
35061428,159000,355,115
35061442,120000,641,235
35061443,170000,1128,370
35061444,168000,1604,555
35061445,151000,329,125
35061446,178000,1523,490
35061447,158000,2022,650
35061448,149000,1313,455
35061449,134000,335,120
35061450,126000,662,235
35061451,164000,433,155
35061452,120000,369,135
35061453,99000,555,210
35061454,159000,874,295
35061455,120000,438,170
35061456,139000,431,140
35061457,95000,456,195
35061458,140000,620,220
35061459,128000,657,240
35061460,124000,623,195
35061461,106000,448,160
35061462,106000,632,230
35061463,139000,562,200
35061464,174000,386,120
35061465,108000,326,130
35061466,97000,447,175
35061467,114000,343,130
35061468,143000,550,185
35061469,121000,423,155
35061470,113000,423,155
35061471,137000,506,190
35061472,123000,383,155
35061473,121000,561,210
35061474,166000,739,215
35061475,226000,939,295
35061476,147000,749,290
35061477,103000,404,140
35061478,144000,551,200
35061479,96000,455,185
35061480,104000,466,180
35061481,109000,593,240
35061482,105000,597,220
35061483,83000,611,255
35061487,149000,878,430
35061488,119000,468,195
35061494,139000,569,165
35061495,119000,668,210
35061496,109000,2094,865
35061497,148000,531,175
35061498,170000,671,235
35061499,133000,509,185
35061500,152000,626,205
35061501,132000,561,205
35061502,164000,871,280
35061503,160000,724,245
35061504,134000,478,175
35061505,132000,431,160
35061506,119000,478,180
35061507,124000,448,170
35061508,110000,436,195
35061509,30200,283,170
35061510,52400,330,105
35061511,50000,298,95
35061512,43200,980,480
35061514,66500,2637,1340
35061518,141000,442,235
35061519,122000,586,255
35061520,123000,1568,450
35061521,166000,422,125
35061522,122000,1146,375
35061523,91000,258,110
35061524,85000,1445,530
35061525,116000,534,210
35061526,123000,509,195
35061530,48800,1422,735
35061531,85000,940,360
35061533,111000,463,125
35061534,54800,2345,1070
35061535,88000,573,130
35061536,96000,985,285
35061537,,233,75
35061538,130000,587,195
35061539,119000,528,200
35061540,149000,765,250
35061541,124000,720,305
35061542,127000,1013,395
35061543,184000,646,200
35061544,121000,1273,535
35061545,111000,460,190
35061546,146000,1432,450
35061547,113000,2222,865
35061548,105000,1380,575
35061549,142000,655,230
35061550,74000,705,300
35061551,128000,611,260
35061552,116000,619,285
35061553,89000,1024,370
35061554,136000,655,250
35061555,184000,1481,470
35061556,144000,4469,1410
35061557,103000,455,185
35061558,133000,1263,435
35061559,258000,480,125
35061560,166000,494,145
35061561,127000,862,280
35061562,94000,1206,440
35061563,133000,504,170
35061564,105000,1105,365
35061565,67000,730,315
35061566,82000,1498,595
35061567,174000,658,220
35061568,164000,5137,1540
35061569,192000,815,240
35061570,228000,349,95
35061571,126000,718,305
35061572,124000,3395,1210
35061573,153000,576,200
35061574,95000,911,385
35061575,119000,757,275
35061576,114000,562,190
35061577,120000,756,190
35061578,76000,2319,1260
35061579,68000,1049,540
35061580,110000,812,295
35061581,200000,678,220
35061582,138000,1004,375
35061583,186000,890,305
35061584,180000,1478,475
35061585,192000,523,145
35061586,127000,506,205
35061587,122000,915,380
35061588,123000,898,320
35061589,142000,909,310
35061590,206000,478,140
35061591,140000,1846,590
35061592,136000,1306,435
35061593,134000,3202,1050
35061595,136000,560,185
35061596,145000,638,185
35061597,127000,525,125
35061598,,244,65
35061599,113000,438,145
35061601,120000,650,210
35061602,73500,554,315
35061604,85000,704,315
35061605,56000,991,520
35061607,117000,668,280
35061608,145000,526,255
35061610,110000,423,195
35061611,118000,351,165
35061613,96000,769,400
35061614,87000,525,185
35061616,84000,729,355
35061621,127000,449,200
35061622,118000,714,340
35061623,170000,497,200
35061627,178000,522,210
35061628,153000,515,210
35061633,172000,563,220
35061634,180000,367,145
35061638,134000,784,335
35061639,118000,1087,550
35061640,128000,592,265
35061643,99000,416,170
35061645,89000,715,305
35061646,80000,568,175
35061651,135000,600,150
35061653,106000,583,275
35061654,111000,612,265
35061657,164000,716,275
35061658,95000,672,295
35061659,125000,1614,675
35061660,170000,500,155
35061661,123000,677,230
35061662,150000,1591,485
35061663,134000,1424,485
35061664,110000,452,140
35061667,76500,306,130
35061668,103000,805,295
35061670,144000,461,120
35061671,120000,709,215
35061672,147000,519,150
35061673,129000,742,230
35061674,146000,505,155
35061679,206000,763,240
35061680,123000,787,275
35061683,159000,375,135
35061690,196000,760,245
35061691,174000,467,175
35061692,186000,489,165
35061693,196000,548,205
35061695,151000,485,190
35061696,174000,487,180
35061699,91000,1037,490
35061700,89000,537,225
35061701,90000,426,175
35061702,87000,957,365
35061703,30800,890,590
35061705,66500,892,595
35061708,70000,814,505
35061709,85000,1616,1085
35061710,53200,665,485
35061711,83000,1026,700
35061712,62800,639,465
35061713,66000,534,400
35061714,75500,648,420
35061715,59600,555,415
35061716,70500,642,390
35061717,54000,1113,635
35061718,65000,629,400
35061722,64000,926,465
35061723,58400,390,210
35061724,61200,919,590
35061725,55600,654,340
35061726,49600,508,320
35061727,48400,1019,450
35061728,50000,569,330
35061729,34000,605,380
35061730,66000,625,345
35061732,132000,589,225
35061733,184000,875,260
35061736,126000,588,205
35061737,157000,804,260
35061738,176000,882,265
35061739,126000,692,245
35061740,160000,766,245
35061741,129000,942,340
35061742,194000,777,230
35061743,114000,634,265
35061744,125000,1048,410
35061745,146000,821,250
35061746,126000,821,285
35061747,118000,787,305
35061749,119000,689,360
35061750,138000,663,275
35061751,180000,788,275
35061752,144000,866,350
35061753,128000,589,230
35061754,83000,802,365
35061755,83000,816,330
35061756,151000,1556,495
35061760,103000,881,440
35061761,97000,462,240
35061762,56800,1184,705
35061763,85000,794,475
35061764,53600,501,320
35061765,84000,576,355
35061766,23400,674,490
35061767,72000,584,320
35061768,,162,95
35061769,73500,404,205
35061770,68000,643,290
35061771,62800,551,245
35061772,109000,666,300
35061773,85000,497,250
35061774,46000,699,445
35061778,45600,542,250
35061779,71500,545,240
35061780,107000,777,380
35061781,50800,531,305
35061782,52800,377,235
35061783,98000,327,195
35061784,45200,655,410
35061785,73000,792,460
35061786,48800,689,440
35061787,59200,737,450
35061788,108000,453,275
35061789,74500,532,360
35061790,71500,685,470
35061791,77500,924,445
35061792,84000,477,345
35061793,66500,1455,940
35061794,32000,392,220
35061795,55200,794,420
35061796,36800,795,480
35061797,27200,505,345
35061798,86000,561,265
35061799,68000,538,280
35061800,77000,471,245
35061801,50000,648,315
35061802,73000,598,220
35061803,93000,735,375
35061804,125000,476,160
35061806,153000,717,215
35061807,168000,1380,380
35061808,154000,1037,295
35061809,113000,639,215
35061810,84000,582,260
35061811,162000,1340,395
35061812,152000,886,270
35061813,140000,1917,640
35061815,144000,1037,280
35061816,124000,643,200
35061817,121000,853,290
35061818,129000,887,335
35061820,117000,430,185
35061821,116000,472,215
35061822,142000,397,155
35061823,133000,322,130
35061824,121000,709,275
35061826,122000,545,215
35061827,85000,438,150
35061828,116000,556,235
35061829,123000,541,165
35061831,111000,646,250
35061832,88000,668,275
35061833,105000,281,105
35061834,222000,656,215
35061835,112000,650,245
35061837,127000,657,255
35061838,120000,522,225
35061839,135000,581,215
35061840,204000,412,150
35061842,112000,659,185
35061843,131000,1202,400
35061844,126000,787,255
35061845,112000,805,285
35061846,138000,746,240
35061847,178000,540,165
35061848,129000,732,250
35061849,105000,382,155
35061851,166000,977,320
35061852,158000,664,220
35061853,160000,448,150
35061854,184000,867,270
35061855,153000,664,225
35061856,158000,1151,375
35061857,184000,1488,460
35061858,154000,886,285
35061860,131000,872,310
35061862,89000,1593,885
35061863,104000,892,455
35061864,98000,1599,915
35061865,54400,418,160
35061866,168000,442,230
35061867,,133,90
35061868,178000,274,105
35061869,172000,544,195
35061870,124000,573,255
35061871,99000,587,305
35061872,131000,639,260
35061873,196000,618,225
35061874,162000,487,190
35061875,,0,
35061877,127000,753,260
35061878,105000,670,255
35061880,108000,1101,380
35061881,110000,869,280
35061882,154000,621,170
35061883,158000,499,155
35061884,134000,739,225
35061885,153000,730,215
35061886,140000,1017,340
35061887,174000,740,215
35061888,138000,701,225
35061889,124000,853,315
35061890,166000,596,195
35061891,176000,732,230
35061892,113000,934,360
35061894,147000,754,290
35061895,119000,9104,3150
35061896,150000,2589,755
35061897,154000,490,135
35061898,121000,685,220
35061899,103000,1089,370
35061900,95000,429,180
35061901,101000,642,275
35061902,138000,2738,880
35061903,133000,4137,1430
35061904,145000,3314,1105
35061905,137000,2946,975
35061906,109000,960,395
35061907,119000,1155,355
35061908,90000,1160,490
35061909,120000,321,95
35061910,99000,945,345
35061911,113000,719,225
35061912,,31,
35061913,141000,1334,440
35061914,142000,1329,405
35061915,162000,1721,515
35061916,130000,729,235
35061917,110000,1906,630
35061919,93000,1922,745
35061920,118000,1022,340
35061921,103000,540,180
35061926,180000,613,175
35061927,166000,664,210
35061928,133000,1167,385
35061929,162000,2210,685
35061930,141000,7703,2235
35061931,122000,3752,1240
35061932,122000,2634,835
35061933,99000,4124,1435
35061934,109000,3146,1010
35061935,118000,5334,1635
35061936,130000,4781,1425
35061937,117000,6309,1990
35061938,124000,8910,2810
35061939,149000,5321,1680
35070142,128000,547,215
35070143,143000,933,325
35070144,96000,553,225
35070145,89000,610,265
35070146,73500,477,230
35070147,67500,446,205
35070148,81000,643,300
35070149,91000,673,295
35070150,73000,465,220
35070151,93000,726,325
35070152,120000,744,270
35070153,139000,1171,410
35070154,115000,2338,940
35070155,160000,548,195
35070156,114000,503,195
35070157,103000,510,185
35070158,115000,494,180
35070159,114000,597,215
35070160,117000,556,195
35070161,113000,500,190
35070162,117000,562,210
35070163,104000,527,210
35070164,121000,677,235
35070165,122000,508,180
35070166,129000,610,220
35070167,104000,519,195
35070169,119000,742,275
35070170,94000,462,190
35070171,67000,731,360
35070172,99000,599,225
35070173,86000,519,215
35070174,96000,412,165
35070175,93000,528,200
35070176,94000,449,190
35070177,87000,504,205
35070178,100000,474,170
35070179,89000,511,200
35070180,98000,441,180
35070181,94000,389,150
35070182,90000,412,175
35070183,104000,778,320
35070184,94000,712,295
35070185,96000,256,105
35070186,46400,1545,850
35070187,66500,477,210
35070188,103000,389,155
35070189,98000,474,170
35070190,83000,460,210
35070191,74500,670,260
35070192,56400,621,325
35070193,91000,438,185
35070194,87000,407,180
35070195,66500,597,265
35070196,59600,511,240
35070197,50400,539,285
35070198,54000,464,230
35070199,57600,420,190
35070200,34800,379,225
35070201,35200,534,325
35070202,59200,691,395
35070203,51600,411,230
35070204,55200,473,265
35070205,67000,419,205
35070206,61600,405,195
35070207,52400,484,255
35070208,29200,599,345
35070209,55600,481,215
35070210,50400,475,225
35070211,53200,519,275
35070212,82000,499,215
35070213,61600,442,220
35070214,81000,512,235
35070215,88000,664,300
35070217,,360,115
35070218,78000,450,205
35070219,98000,418,170
35070220,98000,454,180
35070221,89000,429,175
35070222,121000,684,260
35070223,95000,511,190
35070224,96000,419,175
35070225,68000,484,210
35070226,61200,518,235
35070227,58400,498,210
